rank,date,company,value,industry,country,gang_rank,max_tech,tech_n,max_others,others_n,yearly_max_total
5,3-31-2015,Microsoft,3.33525E+11,Technology,United States,3,7.24773E+11,3,3.56549E+11,7,1.10295E+12
4,3-31-2015,Google,3.45849E+11,Technology,United States,2,7.24773E+11,3,3.56549E+11,7,1.10295E+12
1,3-31-2015,Apple,7.24773E+11,Technology,United States,1,7.24773E+11,3,3.56549E+11,7,1.10295E+12
10,3-31-2015,Novartis,2.67897E+11,Healthcare,Switzerland,7,7.24773E+11,3,3.56549E+11,7,1.10295E+12
9,3-31-2015,IC Bank of China,2.75389E+11,Financial,China,6,7.24773E+11,3,3.56549E+11,7,1.10295E+12
8,3-31-2015,Johnson & Johnson,2.79724E+11,Healthcare,United States,5,7.24773E+11,3,3.56549E+11,7,1.10295E+12
7,3-31-2015,Wells Fargo,2.7992E+11,Financial,United States,4,7.24773E+11,3,3.56549E+11,7,1.10295E+12
6,3-31-2015,PetroChina,3.29715E+11,Oil & Gas,China,3,7.24773E+11,3,3.56549E+11,7,1.10295E+12
3,3-31-2015,Berkshire Hathaway,3.56511E+11,Financial,United States,2,7.24773E+11,3,3.56549E+11,7,1.10295E+12
2,3-31-2015,Exxon Mobil,3.56549E+11,Oil & Gas,United States,1,7.24773E+11,3,3.56549E+11,7,1.10295E+12
5,12-31-2014,Google,3.29769E+11,Technology,United States,3,6.47361E+11,3,3.91482E+11,7,1.05962E+12
3,12-31-2014,Microsoft,3.8288E+11,Technology,United States,2,6.47361E+11,3,3.91482E+11,7,1.05962E+12
1,12-31-2014,Apple,6.47361E+11,Technology,United States,1,6.47361E+11,3,3.91482E+11,7,1.05962E+12
10,12-31-2014,IC Bank of China,2.71146E+11,Financial,China,7,6.47361E+11,3,3.91482E+11,7,1.05962E+12
9,12-31-2014,Wal-Mart,2.76807E+11,Retail,United States,6,6.47361E+11,3,3.91482E+11,7,1.05962E+12
8,12-31-2014,Wells Fargo,2.84386E+11,Financial,United States,5,6.47361E+11,3,3.91482E+11,7,1.05962E+12
7,12-31-2014,Johnson & Johnson,2.92703E+11,Healthcare,United States,4,6.47361E+11,3,3.91482E+11,7,1.05962E+12
6,12-31-2014,PetroChina,3.05536E+11,Oil & Gas,China,3,6.47361E+11,3,3.91482E+11,7,1.05962E+12
4,12-31-2014,Berkshire Hathaway,3.70653E+11,Financial,United States,2,6.47361E+11,3,3.91482E+11,7,1.05962E+12
2,12-31-2014,Exxon Mobil,3.91482E+11,Oil & Gas,United States,1,6.47361E+11,3,3.91482E+11,7,1.05962E+12
4,9-30-2014,Google,3.61998E+11,Technology,United States,3,6.03277E+11,3,4.01094E+11,7,1.02446E+12
3,9-30-2014,Microsoft,3.8196E+11,Technology,United States,2,6.03277E+11,3,4.01094E+11,7,1.02446E+12
1,9-30-2014,Apple,6.03277E+11,Technology,United States,1,6.03277E+11,3,4.01094E+11,7,1.02446E+12
10,9-30-2014,Hoffmann-La Roche,2.54544E+11,Healthcare,Switzerland,7,6.03277E+11,3,4.01094E+11,7,1.02446E+12
9,9-30-2014,Novartis,2.55326E+11,Healthcare,Switzerland,6,6.03277E+11,3,4.01094E+11,7,1.02446E+12
8,9-30-2014,General Electric,2.57068E+11,Diverse,United States,5,6.03277E+11,3,4.01094E+11,7,1.02446E+12
7,9-30-2014,Wells Fargo,2.70782E+11,Financial,United States,4,6.03277E+11,3,4.01094E+11,7,1.02446E+12
6,9-30-2014,Johnson & Johnson,3.00614E+11,Healthcare,United States,3,6.03277E+11,3,4.01094E+11,7,1.02446E+12
5,9-30-2014,Berkshire Hathaway,3.40055E+11,Financial,United States,2,6.03277E+11,3,4.01094E+11,7,1.02446E+12
2,9-30-2014,Exxon Mobil,4.01094E+11,Oil & Gas,United States,1,6.03277E+11,3,4.01094E+11,7,1.02446E+12
4,6-30-2014,Microsoft,3.44459E+11,Technology,United States,3,5.60337E+11,3,4.32357E+11,7,1.01255E+12
3,6-30-2014,Google,3.58347E+11,Technology,United States,2,5.60337E+11,3,4.32357E+11,7,1.01255E+12
1,6-30-2014,Apple,5.60337E+11,Technology,United States,1,5.60337E+11,3,4.32357E+11,7,1.01255E+12
10,6-30-2014,Hoffmann-La Roche,2.56323E+11,Healthcare,Switzerland,7,5.60337E+11,3,4.32357E+11,7,1.01255E+12
9,6-30-2014,General Electric,2.6353E+11,Diverse,United States,6,5.60337E+11,3,4.32357E+11,7,1.01255E+12
8,6-30-2014,Royal Dutch Shell,2.69563E+11,Oil & Gas,UK-Netherlands,5,5.60337E+11,3,4.32357E+11,7,1.01255E+12
7,6-30-2014,Wells Fargo,2.76837E+11,Financial,United States,4,5.60337E+11,3,4.32357E+11,7,1.01255E+12
6,6-30-2014,Johnson & Johnson,2.9598E+11,Healthcare,United States,3,5.60337E+11,3,4.32357E+11,7,1.01255E+12
5,6-30-2014,Berkshire Hathaway,3.12217E+11,Financial,United States,2,5.60337E+11,3,4.32357E+11,7,1.01255E+12
2,6-30-2014,Exxon Mobil,4.32357E+11,Oil & Gas,United States,1,5.60337E+11,3,4.32357E+11,7,1.01255E+12
4,3-31-2014,Google,3.13004E+11,Technology,United States,3,4.78766E+11,3,4.22098E+11,7,9.18882E+11
3,3-31-2014,Microsoft,3.40217E+11,Technology,United States,2,4.78766E+11,3,4.22098E+11,7,9.18882E+11
1,3-31-2014,Apple,4.78766E+11,Technology,United States,1,4.78766E+11,3,4.22098E+11,7,9.18882E+11
10,3-31-2014,Wal-Mart,2.46806E+11,Retail,United States,7,4.78766E+11,3,4.22098E+11,7,9.18882E+11
9,3-31-2014,Hoffmann-La Roche,2.58542E+11,Healthcare,Switzerland,6,4.78766E+11,3,4.22098E+11,7,9.18882E+11
8,3-31-2014,General Electric,2.59547E+11,Diverse,United States,5,4.78766E+11,3,4.22098E+11,7,9.18882E+11
7,3-31-2014,Wells Fargo,2.61218E+11,Financial,United States,4,4.78766E+11,3,4.22098E+11,7,9.18882E+11
6,3-31-2014,Johnson & Johnson,2.77826E+11,Healthcare,United States,3,4.78766E+11,3,4.22098E+11,7,9.18882E+11
5,3-31-2014,Berkshire Hathaway,3.08091E+11,Financial,United States,2,4.78766E+11,3,4.22098E+11,7,9.18882E+11
2,3-31-2014,Exxon Mobil,4.22098E+11,Oil & Gas,United States,1,4.78766E+11,3,4.22098E+11,7,9.18882E+11
4,12-31-2013,Google,3.10079E+11,Technology,United States,3,5.04771E+11,3,4.42143E+11,7,9.65852E+11
3,12-31-2013,Microsoft,3.12297E+11,Technology,United States,2,5.04771E+11,3,4.42143E+11,7,9.65852E+11
1,12-31-2013,Apple,5.04771E+11,Technology,United States,1,5.04771E+11,3,4.42143E+11,7,9.65852E+11
10,12-31-2013,Chevron,2.40223E+11,Oil & Gas,United States,7,5.04771E+11,3,4.42143E+11,7,9.65852E+11
9,12-31-2013,Hoffmann-La Roche,2.41368E+11,Healthcare,Switzerland,6,5.04771E+11,3,4.42143E+11,7,9.65852E+11
8,12-31-2013,Wal-Mart,2.54623E+11,Retail,United States,5,5.04771E+11,3,4.42143E+11,7,9.65852E+11
7,12-31-2013,Johnson & Johnson,2.58415E+11,Healthcare,United States,4,5.04771E+11,3,4.42143E+11,7,9.65852E+11
6,12-31-2013,General Electric,2.8359E+11,Diverse,United States,3,5.04771E+11,3,4.42143E+11,7,9.65852E+11
5,12-31-2013,Berkshire Hathaway,2.92396E+11,Financial,United States,2,5.04771E+11,3,4.42143E+11,7,9.65852E+11
2,12-31-2013,Exxon Mobil,4.42143E+11,Oil & Gas,United States,1,5.04771E+11,3,4.42143E+11,7,9.65852E+11
8,9-30-2013,Google,2.37479E+11,Technology,United States,3,4.331E+11,3,3.78716E+11,7,8.28052E+11
4,9-30-2013,Microsoft,2.77221E+11,Technology,United States,2,4.331E+11,3,3.78716E+11,7,8.28052E+11
1,9-30-2013,Apple,4.331E+11,Technology,United States,1,4.331E+11,3,3.78716E+11,7,8.28052E+11
10,9-30-2013,Hoffmann-La Roche,2.32495E+11,Healthcare,Switzerland,7,4.331E+11,3,3.78716E+11,7,8.28052E+11
9,9-30-2013,Chevron,2.34741E+11,Oil & Gas,United States,6,4.331E+11,3,3.78716E+11,7,8.28052E+11
7,9-30-2013,Wal-Mart,2.40773E+11,Retail,United States,5,4.331E+11,3,3.78716E+11,7,8.28052E+11
6,9-30-2013,General Electric,2.4329E+11,Diverse,United States,4,4.331E+11,3,3.78716E+11,7,8.28052E+11
5,9-30-2013,Johnson & Johnson,2.44299E+11,Healthcare,United States,3,4.331E+11,3,3.78716E+11,7,8.28052E+11
3,9-30-2013,Berkshire Hathaway,2.80002E+11,Financial,United States,2,4.331E+11,3,3.78716E+11,7,8.28052E+11
2,9-30-2013,Exxon Mobil,3.78716E+11,Oil & Gas,United States,1,4.331E+11,3,3.78716E+11,7,8.28052E+11
8,6-30-2013,Google,2.38689E+11,Technology,United States,3,3.72202E+11,3,4.0173E+11,7,7.89411E+11
3,6-30-2013,Microsoft,2.88489E+11,Technology,United States,2,3.72202E+11,3,4.0173E+11,7,7.89411E+11
2,6-30-2013,Apple,3.72202E+11,Technology,United States,1,3.72202E+11,3,4.0173E+11,7,7.89411E+11
10,6-30-2013,IC Bank of China,2.2688E+11,Financial,China,7,3.72202E+11,3,4.0173E+11,7,7.89411E+11
9,6-30-2013,Chevron,2.29403E+11,Oil & Gas,United States,6,3.72202E+11,3,4.0173E+11,7,7.89411E+11
7,6-30-2013,General Electric,2.39787E+11,Diverse,United States,5,3.72202E+11,3,4.0173E+11,7,7.89411E+11
6,6-30-2013,Johnson & Johnson,2.41171E+11,Healthcare,United States,4,3.72202E+11,3,4.0173E+11,7,7.89411E+11
5,6-30-2013,Wal-Mart,2.44079E+11,Retail,United States,3,3.72202E+11,3,4.0173E+11,7,7.89411E+11
4,6-30-2013,Berkshire Hathaway,2.76549E+11,Financial,United States,2,3.72202E+11,3,4.0173E+11,7,7.89411E+11
1,6-30-2013,Exxon Mobil,4.0173E+11,Oil & Gas,United States,1,3.72202E+11,3,4.0173E+11,7,7.89411E+11
8,3-31-2013,IBM,2.37725E+11,Technology,United States,3,4.15683E+11,3,4.03733E+11,7,8.35805E+11
7,3-31-2013,Microsoft,2.39602E+11,Technology,United States,2,4.15683E+11,3,4.03733E+11,7,8.35805E+11
1,3-31-2013,Apple,4.15683E+11,Technology,United States,1,4.15683E+11,3,4.03733E+11,7,8.35805E+11
10,3-31-2013,Chevron,2.30831E+11,Oil & Gas,United States,7,4.15683E+11,3,4.03733E+11,7,8.35805E+11
9,3-31-2013,Nestlé,2.33792E+11,Food,Switzerland,6,4.15683E+11,3,4.03733E+11,7,8.35805E+11
6,3-31-2013,General Electric,2.39776E+11,Diverse,United States,5,4.15683E+11,3,4.03733E+11,7,8.35805E+11
5,3-31-2013,Wal-Mart,2.46373E+11,Retail,United States,4,4.15683E+11,3,4.03733E+11,7,8.35805E+11
4,3-31-2013,PetroChina,2.54619E+11,Oil & Gas,China,3,4.15683E+11,3,4.03733E+11,7,8.35805E+11
3,3-31-2013,Berkshire Hathaway,2.56802E+11,Financial,United States,2,4.15683E+11,3,4.03733E+11,7,8.35805E+11
2,3-31-2013,Exxon Mobil,4.03733E+11,Oil & Gas,United States,1,4.15683E+11,3,4.03733E+11,7,8.35805E+11
9,12-31-2012,Microsoft,2.24801E+11,Technology,United States,3,5.00611E+11,3,3.94611E+11,7,9.13126E+11
1,12-31-2012,Apple,5.00611E+11,Technology,United States,1,5.00611E+11,3,3.94611E+11,7,9.13126E+11
8,12-31-2012,Samsung,2.27582E+11,Technology,South Korea,2,5.00611E+11,3,3.94611E+11,7,9.13126E+11
10,12-31-2012,Royal Dutch Shell,2.2267E+11,Oil & Gas,UK-Netherlands,7,5.00611E+11,3,3.94611E+11,7,9.13126E+11
7,12-31-2012,Wal-Mart,2.28245E+11,Retail,United States,6,5.00611E+11,3,3.94611E+11,7,9.13126E+11
6,12-31-2012,China Mobile,2.3404E+11,Telecommunications,China,5,5.00611E+11,3,3.94611E+11,7,9.13126E+11
5,12-31-2012,IC Bank of China,2.36458E+11,Financial,China,4,5.00611E+11,3,3.94611E+11,7,9.13126E+11
4,12-31-2012,BHP Billiton,2.47409E+11,Mineral,UK-Australia,3,5.00611E+11,3,3.94611E+11,7,9.13126E+11
3,12-31-2012,PetroChina,2.64833E+11,Oil & Gas,China,2,5.00611E+11,3,3.94611E+11,7,9.13126E+11
2,12-31-2012,Exxon Mobil,3.94611E+11,Oil & Gas,United States,1,5.00611E+11,3,3.94611E+11,7,9.13126E+11
7,9-30-2012,IBM,2.37068E+11,Technology,United States,3,6.25348E+11,3,4.22128E+11,7,1.06843E+12
4,9-30-2012,Microsoft,2.4949E+11,Technology,United States,2,6.25348E+11,3,4.22128E+11,7,1.06843E+12
1,9-30-2012,Apple,6.25348E+11,Technology,United States,1,6.25348E+11,3,4.22128E+11,7,1.06843E+12
10,9-30-2012,Royal Dutch Shell,2.2267E+11,Oil & Gas,UK-Netherlands,7,6.25348E+11,3,4.22128E+11,7,1.06843E+12
9,9-30-2012,China Mobile,2.22818E+11,Telecommunications,China,6,6.25348E+11,3,4.22128E+11,7,1.06843E+12
8,9-30-2012,Chevron,2.28707E+11,Oil & Gas,United States,5,6.25348E+11,3,4.22128E+11,7,1.06843E+12
6,9-30-2012,General Electric,2.39791E+11,Diverse,United States,4,6.25348E+11,3,4.22128E+11,7,1.06843E+12
5,9-30-2012,Wal-Mart,2.48074E+11,Retail,United States,3,6.25348E+11,3,4.22128E+11,7,1.06843E+12
3,9-30-2012,PetroChina,2.53853E+11,Oil & Gas,China,2,6.25348E+11,3,4.22128E+11,7,1.06843E+12
2,9-30-2012,Exxon Mobil,4.22128E+11,Oil & Gas,United States,1,6.25348E+11,3,4.22128E+11,7,1.06843E+12
6,6-30-2012,IBM,2.25599E+11,Technology,United States,3,5.46076E+11,3,4.00139E+11,7,9.6514E+11
4,6-30-2012,Microsoft,2.56982E+11,Technology,United States,2,5.46076E+11,3,4.00139E+11,7,9.6514E+11
1,6-30-2012,Apple,5.46076E+11,Technology,United States,1,5.46076E+11,3,4.00139E+11,7,9.6514E+11
10,6-30-2012,IC Bank of China,2.11196E+11,Financial,China,7,5.46076E+11,3,4.00139E+11,7,9.6514E+11
9,6-30-2012,Royal Dutch Shell,2.17048E+11,Oil & Gas,UK-Netherlands,6,5.46076E+11,3,4.00139E+11,7,9.6514E+11
8,6-30-2012,China Mobile,2.19481E+11,Telecommunications,China,5,5.46076E+11,3,4.00139E+11,7,9.6514E+11
7,6-30-2012,General Electric,2.20806E+11,Diverse,United States,4,5.46076E+11,3,4.00139E+11,7,9.6514E+11
5,6-30-2012,Wal-Mart,2.359E+11,Retail,United States,3,5.46076E+11,3,4.00139E+11,7,9.6514E+11
3,6-30-2012,PetroChina,2.57686E+11,Oil & Gas,China,2,5.46076E+11,3,4.00139E+11,7,9.6514E+11
2,6-30-2012,Exxon Mobil,4.00139E+11,Oil & Gas,United States,1,5.46076E+11,3,4.00139E+11,7,9.6514E+11
5,3-31-2012,IBM,2.41755E+11,Technology,United States,3,5.59002E+11,3,4.08777E+11,7,9.87135E+11
4,3-31-2012,Microsoft,2.70644E+11,Technology,United States,2,5.59002E+11,3,4.08777E+11,7,9.87135E+11
1,3-31-2012,Apple,5.59002E+11,Technology,United States,1,5.59002E+11,3,4.08777E+11,7,9.87135E+11
10,3-31-2012,Chevron,2.11951E+11,Oil & Gas,United States,7,5.59002E+11,3,4.08777E+11,7,9.87135E+11
9,3-31-2012,General Electric,2.12318E+11,Diverse,United States,6,5.59002E+11,3,4.08777E+11,7,9.87135E+11
8,3-31-2012,China Mobile,2.20979E+11,Telecommunications,China,5,5.59002E+11,3,4.08777E+11,7,9.87135E+11
7,3-31-2012,Royal Dutch Shell,2.22425E+11,Oil & Gas,UK-Netherlands,4,5.59002E+11,3,4.08777E+11,7,9.87135E+11
6,3-31-2012,IC Bank of China,2.36335E+11,Financial,China,3,5.59002E+11,3,4.08777E+11,7,9.87135E+11
3,3-31-2012,PetroChina,2.78968E+11,Oil & Gas,China,2,5.59002E+11,3,4.08777E+11,7,9.87135E+11
2,3-31-2012,Exxon Mobil,4.08777E+11,Oil & Gas,United States,1,5.59002E+11,3,4.08777E+11,7,9.87135E+11
7,12-31-2011,IBM,2.16724E+11,Technology,United States,3,3.76411E+11,3,4.06272E+11,7,7.98336E+11
6,12-31-2011,Microsoft,2.1838E+11,Technology,United States,2,3.76411E+11,3,4.06272E+11,7,7.98336E+11
2,12-31-2011,Apple,3.76411E+11,Technology,United States,1,3.76411E+11,3,4.06272E+11,7,7.98336E+11
10,12-31-2011,China Mobile,1.96148E+11,Telecommunications,China,7,3.76411E+11,3,4.06272E+11,7,7.98336E+11
9,12-31-2011,Wal-Mart,2.0466E+11,Retail,United States,6,3.76411E+11,3,4.06272E+11,7,7.98336E+11
8,12-31-2011,Chevron,2.11894E+11,Oil & Gas,United States,5,3.76411E+11,3,4.06272E+11,7,7.98336E+11
5,12-31-2011,IC Bank of China,2.28168E+11,Financial,China,4,3.76411E+11,3,4.06272E+11,7,7.98336E+11
4,12-31-2011,Royal Dutch Shell,2.36677E+11,Oil & Gas,UK-Netherlands,3,3.76411E+11,3,4.06272E+11,7,7.98336E+11
3,12-31-2011,PetroChina,2.76845E+11,Oil & Gas,China,2,3.76411E+11,3,4.06272E+11,7,7.98336E+11
1,12-31-2011,Exxon Mobil,4.06272E+11,Oil & Gas,United States,1,3.76411E+11,3,4.06272E+11,7,7.98336E+11
5,9-30-2011,Microsoft,2.08535E+11,Technology,United States,3,3.53518E+11,3,3.53135E+11,7,7.20786E+11
4,9-30-2011,IBM,2.08844E+11,Technology,United States,2,3.53518E+11,3,3.53135E+11,7,7.20786E+11
1,9-30-2011,Apple,3.53518E+11,Technology,United States,1,3.53518E+11,3,3.53135E+11,7,7.20786E+11
10,9-30-2011,Chevron,1.85456E+11,Oil & Gas,United States,7,3.53518E+11,3,3.53135E+11,7,7.20786E+11
9,9-30-2011,Nestlé,1.91116E+11,Food,Switzerland,6,3.53518E+11,3,3.53135E+11,7,7.20786E+11
8,9-30-2011,Royal Dutch Shell,1.97061E+11,Oil & Gas,UK-Netherlands,5,3.53518E+11,3,3.53135E+11,7,7.20786E+11
7,9-30-2011,China Mobile,1.98779E+11,Telecommunications,China,4,3.53518E+11,3,3.53135E+11,7,7.20786E+11
6,9-30-2011,IC Bank of China,2.06021E+11,Financial,China,3,3.53518E+11,3,3.53135E+11,7,7.20786E+11
3,9-30-2011,PetroChina,2.76474E+11,Oil & Gas,China,2,3.53518E+11,3,3.53135E+11,7,7.20786E+11
2,9-30-2011,Exxon Mobil,3.53135E+11,Oil & Gas,United States,1,3.53518E+11,3,3.53135E+11,7,7.20786E+11
10,6-30-2011,IBM,2.07781E+11,Technology,United States,3,3.10412E+11,3,4.00885E+11,7,7.25523E+11
7,6-30-2011,Microsoft,2.19252E+11,Technology,United States,2,3.10412E+11,3,4.00885E+11,7,7.25523E+11
2,6-30-2011,Apple,3.10412E+11,Technology,United States,1,3.10412E+11,3,4.00885E+11,7,7.25523E+11
9,6-30-2011,Petrobras,2.10111E+11,Oil & Gas,Brazil,7,3.10412E+11,3,4.00885E+11,7,7.25523E+11
8,6-30-2011,Nestlé,2.15018E+11,Food,Switzerland,6,3.10412E+11,3,4.00885E+11,7,7.25523E+11
6,6-30-2011,Royal Dutch Shell,2.25123E+11,Oil & Gas,UK-Netherlands,5,3.10412E+11,3,4.00885E+11,7,7.25523E+11
5,6-30-2011,BHP Billiton,2.33627E+11,Mineral,UK-Australia,4,3.10412E+11,3,4.00885E+11,7,7.25523E+11
4,6-30-2011,IC Bank of China,2.46851E+11,Financial,China,3,3.10412E+11,3,4.00885E+11,7,7.25523E+11
3,6-30-2011,PetroChina,3.0365E+11,Oil & Gas,China,2,3.10412E+11,3,4.00885E+11,7,7.25523E+11
1,6-30-2011,Exxon Mobil,4.00885E+11,Oil & Gas,United States,1,3.10412E+11,3,4.00885E+11,7,7.25523E+11
10,3-31-2011,Microsoft,2.13336E+11,Technology,United States,2,3.21072E+11,2,4.17167E+11,8,7.53004E+11
3,3-31-2011,Apple,3.21072E+11,Technology,United States,1,3.21072E+11,2,4.17167E+11,8,7.53004E+11
9,3-31-2011,Chevron,2.15781E+11,Oil & Gas,United States,8,3.21072E+11,2,4.17167E+11,8,7.53004E+11
8,3-31-2011,Royal Dutch Shell,2.26129E+11,Oil & Gas,UK-Netherlands,7,3.21072E+11,2,4.17167E+11,8,7.53004E+11
7,3-31-2011,China Construction Bank,2.32609E+11,Financial,China,6,3.21072E+11,2,4.17167E+11,8,7.53004E+11
6,3-31-2011,BHP Billiton,2.4708E+11,Mineral,UK-Australia,5,3.21072E+11,2,4.17167E+11,8,7.53004E+11
5,3-31-2011,Petrobras,2.47418E+11,Oil & Gas,Brazil,4,3.21072E+11,2,4.17167E+11,8,7.53004E+11
4,3-31-2011,IC Bank of China,2.51078E+11,Financial,China,3,3.21072E+11,2,4.17167E+11,8,7.53004E+11
2,3-31-2011,PetroChina,3.26199E+11,Oil & Gas,China,2,3.21072E+11,2,4.17167E+11,8,7.53004E+11
1,3-31-2011,Exxon Mobil,4.17167E+11,Oil & Gas,United States,1,3.21072E+11,2,4.17167E+11,8,7.53004E+11
5,12-31-2010,Microsoft,2.38785E+11,Technology,United States,2,2.95886E+11,2,3.68712E+11,8,6.7789E+11
3,12-31-2010,Apple,2.95886E+11,Technology,United States,1,2.95886E+11,2,3.68712E+11,8,6.7789E+11
10,12-31-2010,Nestlé,2.03534E+11,Food,Switzerland,8,2.95886E+11,2,3.68712E+11,8,6.7789E+11
9,12-31-2010,Royal Dutch Shell,2.08594E+11,Oil & Gas,UK-Netherlands,7,2.95886E+11,2,3.68712E+11,8,6.7789E+11
8,12-31-2010,China Construction Bank,2.22245E+11,Financial,China,6,2.95886E+11,2,3.68712E+11,8,6.7789E+11
7,12-31-2010,Petrobras,2.29067E+11,Oil & Gas,Brazil,5,2.95886E+11,2,3.68712E+11,8,6.7789E+11
6,12-31-2010,IC Bank of China,2.33369E+11,Financial,China,4,2.95886E+11,2,3.68712E+11,8,6.7789E+11
4,12-31-2010,BHP Billiton,2.4354E+11,Mineral,UK-Australia,3,2.95886E+11,2,3.68712E+11,8,6.7789E+11
2,12-31-2010,PetroChina,3.03274E+11,Oil & Gas,China,2,2.95886E+11,2,3.68712E+11,8,6.7789E+11
